episode,step,agent_type,mode,state,crash,agent_0_pos,agent_0_action,agent_1_pos,agent_1_action,agent_2_pos,agent_2_action,agent_3_pos,agent_3_action,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward
1329,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1329,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1329,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1329,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1330,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1330,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1330,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1330,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1330,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1330,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,1,2,0,1,1,0.0,0.0,0.0,20.0
1331,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1331,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1331,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1331,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1331,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1331,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1332,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1332,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,1,-100.0,20.0,-0.5,-100.0
1333,0,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,0,7.5,7.5,-0.5,-0.5
1333,1,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
1333,2,q_learning,ambulance_random,"(0, 0, 0, 1, 2)",False,0,0,0,0,0,0,1,1,7.5,7.5,-0.5,20.0
1333,3,q_learning,ambulance_random,"(0, 0, 0, 2, 2)",False,0,0,0,0,0,1,2,0,7.5,7.5,0.0,0.0
1333,4,q_learning,ambulance_random,"(0, 0, 1, 2, 2)",False,0,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
1333,5,q_learning,ambulance_random,"(1, 0, 2, 2, 2)",False,1,1,0,1,2,0,2,0,20.0,0.0,0.0,0.0
1333,6,q_learning,ambulance_random,"(2, 1, 2, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
1334,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1334,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1334,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,10,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1334,11,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1335,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1335,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1335,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1335,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,1,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1335,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1335,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1336,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1336,1,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
1336,2,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,3,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,4,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,5,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,6,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,7,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,8,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,9,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,10,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1336,11,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1337,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1337,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1337,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1337,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1337,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1337,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1338,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1338,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1338,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1338,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1338,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1338,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1339,0,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
1339,1,q_learning,ambulance_random,"(0, 0, 0, 1, 2)",False,0,0,0,0,0,0,1,1,7.5,7.5,-0.5,20.0
1339,2,q_learning,ambulance_random,"(0, 0, 0, 2, 2)",False,0,0,0,0,0,1,2,0,7.5,7.5,0.0,0.0
1339,3,q_learning,ambulance_random,"(0, 0, 1, 2, 2)",False,0,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
1339,4,q_learning,ambulance_random,"(1, 0, 2, 2, 2)",False,1,1,0,1,2,0,2,0,20.0,0.0,0.0,0.0
1339,5,q_learning,ambulance_random,"(2, 1, 2, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
1340,0,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
1340,1,q_learning,ambulance_random,"(0, 0, 0, 1, 2)",False,0,0,0,0,0,0,1,1,7.5,7.5,-0.5,20.0
1340,2,q_learning,ambulance_random,"(0, 0, 0, 2, 2)",False,0,0,0,0,0,1,2,0,7.5,7.5,0.0,0.0
1340,3,q_learning,ambulance_random,"(0, 0, 1, 2, 2)",False,0,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
1340,4,q_learning,ambulance_random,"(1, 0, 2, 2, 2)",False,1,1,0,1,2,0,2,0,20.0,0.0,0.0,0.0
1340,5,q_learning,ambulance_random,"(2, 1, 2, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
1341,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1341,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1341,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,10,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1341,11,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1342,0,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
1342,1,q_learning,ambulance_random,"(0, 0, 0, 1, 2)",False,0,0,0,0,0,0,1,1,7.5,7.5,-0.5,20.0
1342,2,q_learning,ambulance_random,"(0, 0, 0, 2, 2)",False,0,0,0,0,0,1,2,0,7.5,7.5,0.0,0.0
1342,3,q_learning,ambulance_random,"(0, 0, 1, 2, 2)",False,0,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
1342,4,q_learning,ambulance_random,"(1, 0, 2, 2, 2)",False,1,1,0,1,2,0,2,0,20.0,0.0,0.0,0.0
1342,5,q_learning,ambulance_random,"(2, 1, 2, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
1343,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1343,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1343,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,10,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1343,11,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1344,0,q_learning,ambulance_random,"(0, 0, 0, 0, 2)",False,0,0,0,0,0,0,0,1,7.5,7.5,-0.5,0.0
1344,1,q_learning,ambulance_random,"(0, 0, 0, 1, 2)",False,0,0,0,0,0,0,1,1,7.5,7.5,-0.5,20.0
1344,2,q_learning,ambulance_random,"(0, 0, 0, 2, 2)",False,0,0,0,0,0,1,2,0,7.5,7.5,0.0,0.0
1344,3,q_learning,ambulance_random,"(0, 0, 1, 2, 2)",False,0,1,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
1344,4,q_learning,ambulance_random,"(1, 0, 2, 2, 2)",False,1,1,0,1,2,0,2,0,20.0,0.0,0.0,0.0
1344,5,q_learning,ambulance_random,"(2, 1, 2, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
1345,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1345,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1345,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,10,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1345,11,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1346,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1346,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,10,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1346,11,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1347,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1347,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,8,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1347,9,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,1,0,0,2,0,0,0,-40.0,7.5,0.0,-0.5
1347,10,q_learning,ambulance_random,"(1, 0, 2, 0, 3)",False,1,1,0,0,2,0,0,0,20.0,7.5,0.0,-0.5
1347,11,q_learning,ambulance_random,"(2, 0, 2, 0, 3)",False,2,0,0,0,2,0,0,0,0.0,7.5,0.0,-0.5
1348,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,7.5,7.5
1348,1,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1348,2,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
1348,3,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1348,4,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1348,5,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1348,6,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1348,7,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,7.5,7.5
1348,8,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,1,2,0,0,0,0,0,0.0,0.0,7.5,7.5
1348,9,q_learning,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,0,0,0,0,1,20.0,0.0,-0.5,0.0
1348,10,q_learning,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
1348,11,q_learning,ambulance_random,"(2, 2, 1, 2, 0)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
1349,0,q_learning,ambulance_random,"(0, 0, 0, 0, 3)",False,0,0,0,0,0,1,0,0,7.5,7.5,0.0,-0.5
1349,1,q_learning,ambulance_random,"(0, 0, 1, 0, 3)",False,0,0,0,0,1,1,0,0,7.5,7.5,20.0,-0.5
1349,2,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1349,3,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1349,4,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1349,5,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1349,6,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,0,0,0,2,0,0,0,7.5,7.5,0.0,-0.5
1349,7,q_learning,ambulance_random,"(0, 0, 2, 0, 3)",False,0,1,0,0,2,0,0,0,-40.0,7.5,0.0,-0.5
1349,8,q_learning,ambulance_random,"(1, 0, 2, 0, 3)",False,1,1,0,0,2,0,0,0,20.0,7.5,0.0,-0.5
1349,9,q_learning,ambulance_random,"(2, 0, 2, 0, 3)",False,2,0,0,0,2,0,0,0,0.0,7.5,0.0,-0.5
1349,10,q_learning,ambulance_random,"(2, 0, 2, 0, 3)",False,2,0,0,0,2,0,0,0,0.0,7.5,0.0,-0.5
1349,11,q_learning,ambulance_random,"(2, 0, 2, 0, 3)",False,2,0,0,0,2,0,0,0,0.0,7.5,0.0,-0.5
1350,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1350,1,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
1350,2,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,1,2,0,0,0,0,0,0.0,0.0,7.5,7.5
1350,3,q_learning,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,0,0,0,0,1,20.0,0.0,-0.5,0.0
1350,4,q_learning,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
1350,5,q_learning,ambulance_random,"(2, 2, 1, 2, 0)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
1351,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1351,1,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
1351,2,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,1,2,0,0,0,0,0,0.0,0.0,7.5,7.5
1351,3,q_learning,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,0,0,0,0,1,20.0,0.0,-0.5,0.0
1351,4,q_learning,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
1351,5,q_learning,ambulance_random,"(2, 2, 1, 2, 0)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
1352,0,q_learning,ambulance_random,"(0, 0, 0, 0, 1)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1352,1,q_learning,ambulance_random,"(0, 1, 0, 0, 1)",False,0,1,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
1352,2,q_learning,ambulance_random,"(1, 2, 0, 0, 1)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
1352,3,q_learning,ambulance_random,"(2, 2, 0, 0, 1)",False,2,0,2,0,0,1,0,0,0.0,0.0,0.0,-0.5
1352,4,q_learning,ambulance_random,"(2, 2, 1, 0, 1)",False,2,0,2,0,1,1,0,1,0.0,0.0,20.0,0.0
1352,5,q_learning,ambulance_random,"(2, 2, 2, 1, 1)",False,2,0,2,0,2,0,1,1,0.0,0.0,0.0,20.0
1353,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1353,1,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
1353,2,q_learning,ambulance_random,"(0, 2, 0, 0, 0)",False,0,1,2,0,0,0,0,0,0.0,0.0,7.5,7.5
1353,3,q_learning,ambulance_random,"(1, 2, 0, 0, 0)",False,1,1,2,0,0,0,0,1,20.0,0.0,-0.5,0.0
1353,4,q_learning,ambulance_random,"(2, 2, 0, 1, 0)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
1353,5,q_learning,ambulance_random,"(2, 2, 1, 2, 0)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
1354,0,q_learning,ambulance_random,"(0, 0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,7.5,7.5
1354,1,q_learning,ambulance_random,"(0, 1, 0, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,7.5,7.5
